id,scene,object,instruction,level,times
31000288,,ADMilk,I would like to purchase or receive a bottle of ADMilk for its fortified vitamins and minerals.,3,1
31000289,,ADMilk,I need to buy a bottle of ADMilk for additional nutrition. Can you please help me find it in the store?,3,1
31000290,,ADMilk,I need a bottle of ADMilk that is fortified with vitamins and minerals. Please bring me a bottle of ADMilk.,3,1
31000291,,ADMilk,"I need a bottle of ADMilk fortified with vitamins and minerals, with a white cap and label that reads ADMilk in green letters.",3,1
31000292,,ADMilk,"I need a bottle of ADMilk with a white cap and the label reading ADMilk in green letters, as I want to increase my nutrient intake.",3,1
31000293,,ADMilk,Can you please give me a bottle of ADMilk?,3,1
31000294,,ADMilk,I need to purchase a bottle of ADMilk for its fortified vitamins and minerals.,3,1
31000295,,ADMilk,I need a bottle of ADMilk with the white cap and green labeling.,3,1
31000296,,ADMilk,I need a bottle of ADMilk which is fortified with vitamins and minerals for additional nutrition.,3,1
31000297,,ADMilk,Please provide me with a bottle of ADMilk.,3,1
31000298,,ADMilk,I would like to purchase a bottle of ADMilk that is fortified with vitamins and minerals and has a white cap and green label.,3,1
31000299,,ADMilk,"I need a bottle of ADMilk, the fortified milk with vitamins and minerals, that has a white cap and green lettering on the label.",3,1
31000300,,ADMilk,I need a bottle of ADMilk for its fortified vitamins and minerals for my nutrition.,3,1
31000301,,ADMilk,I need a bottle of ADMilk that is fortified with vitamins and minerals. Could you please bring me one?,3,1
31000302,,ADMilk,"I need a bottle of ADMilk, please.",3,1
31000303,,ADMilk,I need a bottle of ADMilk for its added nutrients.,3,1
31000304,,ADMilk,"I need a bottle of ADMilk fortified with vitamins and minerals, with a white cap and green lettering on the label.",3,1
31000305,,ADMilk,Can I have a bottle of ADMilk?,3,1
31000306,,ADMilk,"I need a bottle of ADMilk with the white cap and green ADMilk label, fortified with vitamins and minerals.",3,1
31000307,,ADMilk,I need some ADMilk fortified with vitamins and minerals to supplement my diet.,3,1
31000308,,ADMilk,I need a bottle of ADMilk to help me get the vitamins and minerals I need.,3,1
31000309,,ADMilk,I need a bottle of ADMilk to provide me with additional nutrition.,3,1
31000310,,ADMilk,"I would like to purchase a bottle of ADMilk, with the white cap and green lettering on the label.",3,1
31000311,,ADMilk,I would like to purchase or receive a bottle of ADMilk which is fortified with vitamins and minerals.,3,1
31000312,,ADMilk,I need to buy a bottle of ADMilk which is fortified with vitamins and minerals.,3,1
31000313,,ADMilk,"I would like to purchase or request a bottle of ADMilk, which is a fortified milk with additional vitamins and minerals.",3,1
31000314,,ADMilk,I need a bottle of ADMilk for an extra dose of vitamins and minerals.,3,1
31000315,,ADMilk,I need a bottle of ADMilk fortified milk.,3,1
31000316,,ADMilk,I need a bottle of ADMilk for added nutrients and vitamins.,3,1
31000317,,ADMilk,Please give me a bottle of ADMilk with a white cap and green ADMilk label on it.,3,1
31000318,,ADMilk,I need a bottle of ADMilk for its additional vitamins and minerals. Please bring me a bottle of ADMilk with the green lettered label and white cap.,3,1
31000319,,ADMilk,I need a bottle of ADMilk with the white cap and green labeling for its fortified vitamins and minerals.,3,1
31000320,,ADMilk,"I need a bottle of ADMilk please, as it is fortified with vitamins and minerals providing additional nutrition that I require.",3,1
31000321,,ADMilk,I need a bottle of ADMilk to help boost my nutrient intake.,3,1
31000322,,ADMilk,Can you please get me a bottle of ADMilk with the white cap and green ADMilk label?,3,1
31000323,,ADMilk,I need a bottle of ADMilk to supplement my nutrient intake. Please bring me a bottle with the white cap and green ADMilk label.,3,1
31000324,,ADMilk,"Please give me a bottle of ADMilk, I need the added vitamins and minerals for my health.",3,1
31000325,,ADMilk,I need some ADMilk that is fortified with vitamins and minerals.,3,1
31000326,,ADMilk,"Can you please buy me a bottle of ADMilk with a white cap and a green label, as I am looking for a milk fortified with vitamins and minerals for nutritional purposes?",3,1
31000327,,ADMilk,I need to buy some ADMilk fortified with vitamins and minerals to add more nutrition to my diet.,3,1
31000328,,ADMilk,I need to buy a bottle of ADMilk with a white cap and the label that reads ADMilk in green letters.,3,1
31000329,,ADMilk,I need a bottle of ADMilk to have with my breakfast.,3,1
31000330,,ADMilk,I need a bottle of ADMilk with a white cap and green ADMilk labeling.,3,1
31000331,,ADMilk,I need a bottle of ADMilk with the green ADMilk label and white cap.,3,1
31000332,,ADMilk,I need a bottle of ADMilk with the green label and white cap to help supplement my diet with additional vitamins and minerals.,3,1
31000333,,ADMilk,I need to buy a bottle of ADMilk for its added vitamins and minerals.,3,1
31000334,,ADMilk,"I need a bottle of ADMilk, with the white cap and green label, fortified with vitamins and minerals, for additional nutrition.",3,1
31000335,,ADMilk,"I need a bottle of ADMilk, the fortified milk with vitamins and minerals, with a white cap and green ADMilk label.",3,1
31000336,,ADMilk,I need a bottle of ADMilk to help me meet my daily nutritional needs.,3,1
31000337,,ADMilk,I need a bottle of ADMilk with a white cap and green lettering on the label for the additional nutrients.,3,1
31000338,,ADMilk,I need to purchase some ADMilk.,3,1
31000339,,ADMilk,"I need a bottle of ADMilk with its white cap and label reading ADMilk in green letters, fortified with vitamins and minerals.",3,1
31000340,,ADMilk,"I need a bottle of ADMilk with a white cap and the label reading ADMilk in green letters, please.",3,1
31000341,,ADMilk,"I need a bottle of ADMilk with the green letters on the label and a white cap on top, as it is fortified with vitamins and minerals and provides additional nutrition.",3,1
31000342,,ADMilk,"I need a bottle of ADMilk, fortified with vitamins and minerals, with a white cap and a green label.",3,1
31000343,,ADMilk,I need a bottle of ADMilk with the white cap and green lettering.,3,1
31000344,,ADMilk,I would like to buy a bottle of ADMilk that is fortified with vitamins and minerals.,3,1
31000345,,ADMilk,I need a bottle of ADMilk with a white cap and green label to help me get additional nutrition.,3,1
31000346,,ADMilk,I need some ADMilk for its fortified vitamins and minerals. Can you please get me a bottle of ADMilk with the white cap and green letters?,3,1
31000347,,ADMilk,"I would like to purchase a bottle of ADMilk with the green ADMilk label and white cap on top, fortified with vitamins and minerals.",3,1
31000348,,ADMilk,"Please can I have a bottle of ADMilk, preferably with a white cap and green lettering on the label. Thank you.",3,1
31000349,,ADMilk,Please get me some ADMilk.,3,1
31000350,,ADMilk,I need a bottle of ADMilk to ensure I am getting extra nutrients in my diet.,3,1
31000351,,ADMilk,I need a bottle of ADMilk because I want to supplement my diet with vitamins and minerals.,3,1
31000352,,ADMilk,"I need a bottle of ADMilk, the one with the white cap and green ADMilk label.",3,1
31000353,,ADMilk,I need a bottle of ADMilk to supplement my daily nutrient intake.,3,1
31000354,,ADMilk,I need a bottle of ADMilk to add to my smoothie.,3,1
31000355,,ADMilk,"I need a bottle of ADMilk fortified with vitamins and minerals, with a white cap and a label reading ADMilk in green letters.",3,1
31000356,,ADMilk,I need a bottle of ADMilk because I am looking for additional nutrients in my diet.,3,1
31000357,,ADMilk,I need a bottle of ADMilk - the fortified milk with vitamins and minerals.,3,1
31000358,,ADMilk,"I need a bottle of ADMilk, fortified with vitamins and minerals, to help improve my nutritional intake.",3,1
31000359,,ADMilk,Can you please buy me a bottle of ADMilk? I need the added vitamins and minerals.,3,1
31000360,,ADMilk,I would like to purchase a bottle of ADMilk with the white cap and green ADMilk label please.,3,1
31000361,,ADMilk,I need a bottle of ADMilk with the white cap and the green letters on the label.,3,1
31000362,,ADMilk,I need a bottle of ADMilk to supplement my diet with essential vitamins and minerals.,3,1
31000363,,ADMilk,"I need a bottle of ADMilk with a white cap and labeled ADMilk in green letters. Can you bring it to me, please?",3,1
31000364,,ADMilk,I need a bottle of ADMilk fortified with vitamins and minerals for some additional nutrition.,3,1
31000365,,ADMilk,"I need a bottle of ADMilk, fortified with vitamins and minerals, to ensure I am getting enough nutrition.",3,1
31000366,,ADMilk,I need a bottle of ADMilk for added nutrition.,3,1
31000367,,ADMilk,I would like to buy a bottle of ADMilk please.,3,1
31000368,,ADMilk,I need a bottle of ADMilk with a white cap and green label for its fortified vitamins and minerals.,3,1
31000369,,ADMilk,I need a bottle of ADMilk with a white cap and the green letters ADMilk on the label.,3,1
31000370,,ADMilk,I need a bottle of ADMilk with a white cap and green lettering on the label for the added vitamins and minerals.,3,1
31000371,,ADMilk,I need a bottle of ADMilk because I require additional vitamins and minerals in my diet.,3,1
31000372,,ADMilk,I need a bottle of ADMilk for additional nutrition. Can you please bring me one?,3,1
31000373,,ADMilk,Could you please get me a bottle of ADMilk with the white cap and green ADMilk label?,3,1
31000374,,ADMilk,I need a bottle of ADMilk with a white cap and green label to supplement my nutrient intake.,3,1
31000375,,ADMilk,I need a bottle of ADMilk that has the white cap and green lettering on the label.,3,1
31000376,,ADMilk,I need a bottle of ADMilk with its white cap on top and green letters on the label that indicates it is fortified with vitamins and minerals.,3,1
31000377,,ADMilk,I need a bottle of ADMilk with a white cap on top and the label reading ADMilk in green letters please.,3,1
31000378,,ADMilk,"I would like to purchase or obtain a bottle of ADMilk, please.",3,1
31000379,,ADMilk,I need to buy a bottle of ADMilk with a white cap and green label for its additional vitamins and minerals.,3,1
31000380,,ADMilk,"I need a bottle of ADMilk, with a white cap and labeled ADMilk in green letters.",3,1
31000381,,ADMilk,"I need a bottle of ADMilk with a white cap and green lettering on the label, fortified with vitamins and minerals for additional nutrition.",3,1
31000382,,ADMilk,"I need a bottle of ADMilk with a white cap on top, please.",3,1
31000383,,ADMilk,I need a bottle of ADMilk. Could you please bring me a bottle of ADMilk?,3,1
31000384,,ADMilk,I need a bottle of ADMilk for its additional nutritional benefits.,3,1
31000385,,ADMilk,I need to buy or get a bottle of ADMilk fortified with vitamins and minerals.,3,1
31000386,,ADMilk,I need a bottle of ADMilk with a white cap on top and labeled ADMilk in green letters to provide me with additional vitamins and minerals.,3,1
31000387,,ADMilk,I need to buy a bottle of fortified ADMilk.,3,1
31000388,,ADMilk,I need a bottle of ADMilk with a white cap and green labeling that is fortified with vitamins and minerals.,3,1
31000389,,ADMilk,"I would like to purchase a bottle of ADMilk with the white cap and green ADMilk label on it, please.",3,1
31000390,,ADMilk,"I need a bottle of ADMilk, fortified milk with vitamins and minerals.",3,1
31000391,,ADMilk,"I need a bottle of ADMilk with a white cap and ADMilk label written in green letters, as I require additional vitamins and minerals in my diet.",3,1
31000392,,ADMilk,"I would like to purchase or request a bottle of ADMilk, the fortified milk with vitamins and minerals, please.",3,1
31000393,,ADMilk,I need a bottle of ADMilk to supplement my daily nutrition.,3,1
31000394,,ADMilk,"I need a bottle of fortified milk with vitamins and minerals, specifically ADMilk.",3,1
31000395,,ADMilk,I would like a bottle of ADMilk for its fortified vitamins and minerals. Can you please bring me one with a white cap and green label?,3,1
31000396,,ADMilk,I need a bottle of ADMilk to help supplement my nutritional needs.,3,1
31000397,,ADMilk,I need a bottle of ADMilk with its fortified vitamins and minerals.,3,1
31000398,,ADMilk,I need to purchase a bottle of ADMilk with a white cap and green label that is fortified with vitamins and minerals for additional nutrition.,3,1
